feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.5723..Rubisco.shunt	status	uninfected	-1.66495331633658	0.724527656248182	22	18	0.0215626719207487	0.174334875021307
PWY0.781..aspartate.superpathway	spike_inhibition	yes	0.847079562583377	0.368711834258969	22	18	0.0215958080476221	0.174334875021307
PWY.5004..superpathway.of.L.citrulline.metabolism	antibiotics	yes	1.92353238714853	0.844691500811349	22	11	0.0227742214426217	0.180098089970775
PWY.5973..cis.vaccenate.biosynthesis	spike_inhibition	yes	-0.0759636441104191	0.0332753733410944	22	22	0.0224375090339184	0.180098089970775
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle.	age	age	-0.376412405204191	0.165337468220091	22	21	0.0228082702177521	0.180098089970775
SO4ASSIM.PWY..assimilatory.sulfate.reduction.I	spike_inhibition	yes	0.457087895140814	0.200645693737095	22	22	0.02272152864563	0.180098089970775
PWY.6749..CMP.legionaminate.biosynthesis.I	spike_inhibition	yes	-1.53806274186531	0.67666455311759	22	19	0.0230258047772635	0.180827651647532
PWY.6961..L.ascorbate.degradation.II..bacterial..aerobic.	status	uninfected	-2.35797702462578	1.03987797919487	22	17	0.0233565476237472	0.182433574682782
PWY.8134..bile.acid.7.beta..dehydroxylation	spike_inhibition	yes	-1.10709695821532	0.489448070895442	22	18	0.0237017685034538	0.184134706921993
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	antibiotics	yes	0.414596334469223	0.183885845668544	22	22	0.0241559511784477	0.18665962274255
PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.	status	uninfected	-0.900088102587498	0.403347758445926	22	19	0.0256451438582056	0.197112940825037
GLUCARDEG.PWY..D.glucarate.degradation.I	spike_inhibition	yes	0.507607132885605	0.228719081576356	22	22	0.0264630891374023	0.199162311476804
ORNDEG.PWY..superpathway.of.ornithine.degradation	status	uninfected	-1.44106794384875	0.64854643114399	22	18	0.0262835375737482	0.199162311476804
PWY.6906..chitin.derivatives.degradation	spike_inhibition	yes	0.150579870739228	0.0677121304659176	22	22	0.0261602781355808	0.199162311476804
PWY.7616..methanol.oxidation.to.carbon.dioxide	spike_inhibition	yes	2.66369316134452	1.19996287460672	22	12	0.0264314656358359	0.199162311476804
HSERMETANA.PWY..L.methionine.biosynthesis.III	spike_inhibition	yes	0.0284245817758613	0.012870064573281	22	22	0.0272037889592736	0.203676036508551
PWY.7118..chitin.deacetylation	status	uninfected	-1.78831829417203	0.81053079994984	22	17	0.0273591867818245	0.203783633503796
PWY.7269..mitochondrial.NADPH.production..yeast.	antibiotics	yes	4.9535650282046	2.24731678056371	22	13	0.0275093627770114	0.203851431860418
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	age	age	-0.110209918479966	0.0501202466626045	22	22	0.0278843126441143	0.204310983860897
PWY.7286..7..3.amino.3.carboxypropyl..wyosine.biosynthesis	status	uninfected	-0.829856889562631	0.377577411735354	22	13	0.0279601037488848	0.204310983860897
PWY.7883..anhydromuropeptides.recycling.II	spike_inhibition	yes	1.35308022547921	0.615778568941514	22	19	0.0279955534978945	0.204310983860897
METHANOGENESIS.PWY..methanogenesis.from.H2.and.CO2	status	uninfected	-1.03060109385058	0.470347338596346	22	13	0.0284410128596503	0.20651891247334
PWY0.42..2.methylcitrate.cycle.I	status	uninfected	-2.95361513216324	1.35002765982292	22	16	0.0286828450536073	0.207154347963104
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle.	spike_inhibition	yes	0.446906272726571	0.204439732844459	22	21	0.028815241481373	0.207154347963104
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	spike_inhibition	yes	1.21286849347707	0.555409694204213	22	15	0.0289816065481466	0.207318918129068
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	status	uninfected	-0.311643647619999	0.143092040125075	22	22	0.0294116645697942	0.207760261641304
PWY.7185..UTP.and.CTP.dephosphorylation.I	antibiotics	yes	1.8969565465479	0.870433270605468	22	19	0.0293075709117036	0.207760261641304
PWY.801..homocysteine.and.cysteine.interconversion	antibiotics	yes	3.46412733695466	1.59118093687589	22	16	0.0294746391947871	0.207760261641304
PWY.5209..methyl.coenzyme.M.oxidation.to.CO2	status	uninfected	-1.13971309959516	0.525337627992144	22	13	0.0300457382003256	0.210577728602776
PWY.6749..CMP.legionaminate.biosynthesis.I	status	uninfected	3.912965435055	1.80654370034758	22	19	0.0303115346362474	0.210577728602776
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle.	status	uninfected	-1.04904654223057	0.484257222309826	22	21	0.0302882505604705	0.210577728602776
P122.PWY..heterolactic.fermentation	spike_inhibition	yes	1.92182467439641	0.891064180462104	22	16	0.0310232238607274	0.213469326089291
PWY66.430..myristate.biosynthesis..mitochondria.	spike_inhibition	yes	1.57469206944707	0.729611071331765	22	12	0.0309074440268519	0.213469326089291
AST.PWY..L.arginine.degradation.II..AST.pathway.	antibiotics	yes	4.21704156969414	1.9817316401688	22	14	0.0333405713619218	0.216334551496746
P124.PWY..Bifidobacterium.shunt	status	uninfected	-3.32891306699485	1.55406604776076	22	17	0.032188118367989	0.216334551496746
PWY.5104..L.isoleucine.biosynthesis.IV	status	uninfected	-2.3237417220324	1.09596468923134	22	14	0.0339832305572066	0.216334551496746
PWY.5198..factor.420.biosynthesis.II..mycobacteria.	status	uninfected	-1.00179826780266	0.474066767649439	22	13	0.0345835857410022	0.216334551496746
PWY.5392..reductive.TCA.cycle.II	status	uninfected	-4.36642229744894	2.03773234560474	22	13	0.032130366590987	0.216334551496746
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis.I	spike_inhibition	yes	0.365856963388897	0.172293329226458	22	22	0.0337158241901689	0.216334551496746
PWY.5897..superpathway.of.menaquinol.11.biosynthesis	spike_inhibition	yes	0.32836255408178	0.154253777899924	22	22	0.0332777272290605	0.216334551496746
PWY.5898..superpathway.of.menaquinol.12.biosynthesis	spike_inhibition	yes	0.32836255408178	0.154253777899924	22	22	0.0332777272290605	0.216334551496746
PWY.5899..superpathway.of.menaquinol.13.biosynthesis	spike_inhibition	yes	0.32836255408178	0.154253777899924	22	22	0.0332777272290605	0.216334551496746
PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase.	stay_years	stay_years	0.361901171857499	0.170742834133626	22	13	0.0340424319999725	0.216334551496746
PWY.6293..superpathway.of.L.cysteine.biosynthesis..fungi.	antibiotics	yes	2.66512095955316	1.26029691400563	22	16	0.0344574817347585	0.216334551496746
PWY.6953..dTDP.3.acetamido..alpha..D.fucose.biosynthesis	spike_inhibition	yes	-1.08802239053134	0.513592636988105	22	18	0.0341366343758753	0.216334551496746
PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage	age	age	-1.60175518338357	0.751104859564863	22	15	0.032963132900402	0.216334551496746
PWY.7254..TCA.cycle.VII..acetate.producers.	antibiotics	yes	1.94814880607253	0.915693625004418	22	16	0.0333775988178269	0.216334551496746
PWY.8112..factor.420.biosynthesis.I..archaea.	status	uninfected	-1.00131610307726	0.473312388450564	22	13	0.034383083834359	0.216334551496746
PWY.8113..3PG.factor.420.biosynthesis	status	uninfected	-1.04560498708549	0.492827285168933	22	13	0.0338674851718225	0.216334551496746
PWY0.1277..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation	antibiotics	yes	2.55061228914374	1.20480391423851	22	13	0.0342568609349867	0.216334551496746
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.	status	uninfected	-1.98401048204816	0.937634770604925	22	18	0.0343470474126518	0.216334551496746
PWY0.42..2.methylcitrate.cycle.I	antibiotics	yes	3.07354192319031	1.45044933313662	22	16	0.034088148850971	0.216334551496746
REDCITCYC..TCA.cycle.VI..Helicobacter.	antibiotics	yes	1.63561390792107	0.764131328656313	22	17	0.032315352886051	0.216334551496746
SO4ASSIM.PWY..assimilatory.sulfate.reduction.I	status	uninfected	-0.750438725620598	0.350622784925062	22	22	0.0323303505465158	0.216334551496746
DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	antibiotics	yes	3.97146227399281	1.89229501535708	22	9	0.0358385665117192	0.223218657799286
FAO.PWY..fatty.acid..beta..oxidation.I..generic.	status	uninfected	-1.87212022389873	0.897472573196407	22	17	0.0369793864906034	0.227460645976929
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	stay_years	stay_years	0.704062038566405	0.339851022548153	22	19	0.0382954386491129	0.227460645976929
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	status	uninfected	-1.32437681068009	0.63954668774762	22	19	0.0383769742680053	0.227460645976929
PROPFERM.PWY..superpathway.of.L.alanine.fermentation..Stickland.reaction.	spike_inhibition	yes	-1.35068546574099	0.649304810591977	22	14	0.0375069665066992	0.227460645976929
PWY.5004..superpathway.of.L.citrulline.metabolism	stay_years	stay_years	0.794381519568562	0.384439359765468	22	11	0.0387966096370937	0.227460645976929
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	status	uninfected	-1.32250341546749	0.639846555473819	22	19	0.0387429046130983	0.227460645976929
PWY.5677..succinate.fermentation.to.butanoate	status	uninfected	1.96234879170056	0.946068286117512	22	20	0.0380593711482846	0.227460645976929
PWY.5690..TCA.cycle.II..plants.and.fungi.	antibiotics	yes	-0.56315200523914	0.272483190193252	22	22	0.0387586264002138	0.227460645976929
PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I	spike_inhibition	yes	0.300466605859481	0.145590162761781	22	22	0.0390382285136875	0.227460645976929
PWY.6349..CDP.archaeol.biosynthesis	status	uninfected	-0.966353809354917	0.466447071939143	22	13	0.0382903444879434	0.227460645976929
PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III	age	age	-0.257865278441716	0.124917976188136	22	22	0.0389914806940222	0.227460645976929
PWY.6876..isopropanol.biosynthesis..engineered.	spike_inhibition	yes	-1.04699851048133	0.502314661933304	22	18	0.037128533288341	0.227460645976929
PWY.7185..UTP.and.CTP.dephosphorylation.I	status	uninfected	-1.53421262385649	0.734442612331547	22	19	0.0367123800961094	0.227460645976929
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II	antibiotics	yes	5.25184293523872	2.53745118694073	22	9	0.0384774847147762	0.227460645976929
PWY.8188..L.alanine.degradation.VI..reductive.Stickland.reaction.	spike_inhibition	yes	-1.35068546574099	0.649304810591977	22	14	0.0375069665066992	0.227460645976929
PWY.8189..L.alanine.degradation.V..oxidative.Stickland.reaction.	spike_inhibition	yes	-1.35068546574099	0.649304810591977	22	14	0.0375069665066992	0.227460645976929
AST.PWY..L.arginine.degradation.II..AST.pathway.	status	uninfected	-3.83846317127509	1.86967078683371	22	14	0.0400710708350061	0.232373022061136
PWY.6350..archaetidylinositol.biosynthesis	status	uninfected	-1.0366401466157	0.50526955378352	22	13	0.0402029449932761	0.232373022061136
PWY.5840..superpathway.of.menaquinol.7.biosynthesis	spike_inhibition	yes	0.293234180889607	0.143096899616003	22	22	0.0404425523858389	0.232826646205327
METSYN.PWY..superpathway.of.L.homoserine.and.L.methionine.biosynthesis	status	uninfected	-1.38960325066612	0.680647249137202	22	19	0.0411921257059446	0.235124087528871
PWY.6607..guanosine.nucleotides.degradation.I	spike_inhibition	yes	-0.251672122821833	0.123241158473176	22	21	0.0411405240467207	0.235124087528871
PWY.6803..phosphatidylcholine.acyl.editing	spike_inhibition	yes	1.4496168274072	0.710726627889713	22	16	0.0413875457747725	0.235124087528871
PWY.7269..mitochondrial.NADPH.production..yeast.	status	uninfected	-4.32987293138004	2.12397063306025	22	13	0.0414924860345066	0.235124087528871
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	age	age	-0.0966482099153722	0.0474840063676744	22	22	0.0418122010707941	0.2357694485386
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	age	age	-0.810617203332531	0.398496803632018	22	16	0.0419326977677648	0.2357694485386
PWY66.389..phytol.degradation	antibiotics	yes	1.43823579055857	0.708989585008274	22	21	0.0425019934579008	0.238044110645995
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.	status	uninfected	-0.827235119278282	0.408808849550143	22	22	0.0430190003837818	0.239938161739036
P124.PWY..Bifidobacterium.shunt	stay_years	stay_years	1.43832759704353	0.711325149339209	22	17	0.0431722643959511	0.239938161739036
CRNFORCAT.PWY..creatinine.degradation.I	age	age	-1.21735425403669	0.603016932232347	22	13	0.04351082673263	0.240402802741644
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate	status	uninfected	-3.54826210601312	1.76461651740478	22	13	0.0443483099983421	0.240402802741644
PWY.5677..succinate.fermentation.to.butanoate	antibiotics	yes	-2.3773433247491	1.18090233967505	22	20	0.0440979805253587	0.240402802741644
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate	status	uninfected	-3.54826210601312	1.76461651740478	22	13	0.0443483099983421	0.240402802741644
PWY.6859..all.trans.farnesol.biosynthesis	stay_years	stay_years	0.209955711463749	0.104450304010995	22	22	0.0444204486726775	0.240402802741644
PWY.6953..dTDP.3.acetamido..alpha..D.fucose.biosynthesis	age	age	0.57060032457851	0.283827066457366	22	18	0.044390960743867	0.240402802741644
PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II	status	uninfected	-1.896688305353	0.941759360883149	22	18	0.0440112110521775	0.240402802741644
HCAMHPDEG.PWY..3.phenylpropanoate.and.3..3.hydroxyphenyl.propanoate.degradation.to.2.hydroxypentadienoate	antibiotics	yes	3.67670392606033	1.84695984663314	22	13	0.046516204024447	0.243633882379266
POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.	spike_inhibition	yes	0.191015502283334	0.0957444620340367	22	22	0.0460368421870964	0.243633882379266
PROPFERM.PWY..superpathway.of.L.alanine.fermentation..Stickland.reaction.	status	uninfected	2.59607339137981	1.30247912757113	22	14	0.0462419047195283	0.243633882379266
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	status	uninfected	-1.75271773334707	0.875948952863971	22	15	0.045399294821855	0.243633882379266
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate	antibiotics	yes	3.67670392606033	1.84695984663314	22	13	0.046516204024447	0.243633882379266
PWY.801..homocysteine.and.cysteine.interconversion	stay_years	stay_years	1.48523386385931	0.746157895384251	22	16	0.0465349145582542	0.243633882379266
PWY.8188..L.alanine.degradation.VI..reductive.Stickland.reaction.	status	uninfected	2.59607339137981	1.30247912757113	22	14	0.0462419047195283	0.243633882379266
PWY.8189..L.alanine.degradation.V..oxidative.Stickland.reaction.	status	uninfected	2.59607339137981	1.30247912757113	22	14	0.0462419047195283	0.243633882379266
PWY0.1479..tRNA.processing	stay_years	stay_years	0.527576591569014	0.263841078362514	22	21	0.0455434857156551	0.243633882379266
DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II	status	uninfected	-3.58604427457965	1.80338065658844	22	9	0.0467550810245718	0.243902859496413
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I	spike_inhibition	yes	0.255095288954333	0.128670461920921	22	21	0.0474180084697444	0.246471303017197
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	stay_years	stay_years	1.14882565394696	0.581101989004833	22	16	0.0480441547765316	0.247942155900315
PWY0.41..allantoin.degradation.IV..anaerobic.	stay_years	stay_years	1.90978596487902	0.965888278920472	22	10	0.0480153241477473	0.247942155900315
GLYCOL.GLYOXDEG.PWY..superpathway.of.glycol.metabolism.and.degradation	age	age	-1.74915883694793	0.885955902285747	22	12	0.0483455759533432	0.248609812286765
AST.PWY..L.arginine.degradation.II..AST.pathway.	stay_years	stay_years	1.47971123776876	0.751674800200496	22	14	0.0490045123309592	0.25039829878011
PWY.6215..4.chlorobenzoate.degradation	stay_years	stay_years	4.48158277444819	2.27694445162299	22	6	0.0490399436365197	0.25039829878011
PWY.5675..nitrate.reduction.V..assimilatory.	stay_years	stay_years	0.761472842539208	0.38724063905506	22	16	0.0492515739969643	0.250593395864836
PWY3O.4107..NAD.salvage.pathway.V..PNC.V.cycle.	spike_inhibition	yes	0.491690460853014	0.251738072885714	22	21	0.0507979446341886	0.257554491215448
PWY.5920..superpathway.of.heme.b.biosynthesis.from.glycine	antibiotics	yes	2.48426368910083	1.27347471994319	22	14	0.0510837196155983	0.258097814141747
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	status	uninfected	-1.17518518037458	0.603441765027635	22	18	0.0514783244300239	0.259028742746364
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II	status	uninfected	-4.80389767868687	2.46830270361891	22	9	0.0516264899037736	0.259028742746364
GLYOXYLATE.BYPASS..glyoxylate.cycle	antibiotics	yes	1.56889040072803	0.80886385638513	22	17	0.0524256046169549	0.261489323215014
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.	antibiotics	yes	1.97683185877801	1.01941379918436	22	18	0.0524788261123558	0.261489323215014
PWY.5392..reductive.TCA.cycle.II	antibiotics	yes	3.80766795589431	1.96709937431408	22	13	0.0529073391390109	0.262332984480524
PWY.7754..bile.acid.7.alpha..dehydroxylation	spike_inhibition	yes	-1.14497744796926	0.591771782165	22	18	0.0530112328500435	0.262332984480524
PWY.6165..chorismate.biosynthesis.II..archaea.	status	uninfected	-0.666631561438315	0.345047721942662	22	13	0.0533597338673177	0.263156366683529
PWY.6160..3.dehydroquinate.biosynthesis.II..archaea.	status	uninfected	-1.0419451530604	0.540122786851415	22	13	0.0537197623425777	0.264030804710968
P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle.	spike_inhibition	yes	0.245978487453895	0.127907615880784	22	22	0.0544681291161299	0.265900157340567
PWY.6961..L.ascorbate.degradation.II..bacterial..aerobic.	antibiotics	yes	2.15553542283952	1.12054324502296	22	17	0.0543981995374464	0.265900157340567
PWY0.781..aspartate.superpathway	status	uninfected	-1.15392963090154	0.601141944432386	22	18	0.0549131641743607	0.267170108525088
PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type	antibiotics	yes	0.342412480209965	0.179139562381253	22	22	0.0559495261904454	0.269490217817312
PWY.5973..cis.vaccenate.biosynthesis	antibiotics	yes	-0.143466584182181	0.0749705229739814	22	22	0.0556661829960091	0.269490217817312
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I..PNC.VI.cycle.	antibiotics	yes	0.830949452382412	0.434644914809645	22	21	0.0559032380565347	0.269490217817312
